article_name,article_content,processed_article_content
396.txt,"Labour faces 'cold calls' inquiry

Labour is to be investigated by a watchdog over claims its election campaign has broken the rules on ""cold calling"" householders.

The information commissioner is to look into a complaint from the Lib Dems about how Labour uses its call centres. The Lib Dems say Labour is telephoning people who have signed up to make sure they do not get marketing calls. Labour denies breaking rules. It says calls are not marketing if they just ask about people's voting intentions. The party says it would expect the watchdog to take complaints seriously but it has clear legal advice on the issue.

Telephone call centres are expected to be used as never before by all the three major parties in the run-up to the general election. But seven million telephone numbers are on the Telephone Preference Service (TPS) lists, which ban unsolicited sales and marketing calls. Lib Dem chairman Matthew Taylor has written to the watchdog accusing Labour of a ""flagrant and systematic breach"" of the laws governing the TPS.

He says the initial call may not be marketing but it identifies voters to whom the party can send promotional material in the future. His letter to the commissioner quotes from a Labour Party handbook about ""identifying target voters"". And it quotes a Stevenage Labour Party members' newsletter explaining how voters will be telephoned about their voting intentions.

The voters are put in 24 categories according to their last known voting intention, ranging from ""Labour (firm)"" to ""target (Conservative)"" - those who supported the party in the past but this time will be voting Tory. The newsletter says: ""Using the information we know about people, we can send them direct mailings. ""For example, we could send the target (Conservative) people a letter from someone who had defected from the Tories to Labour explaining the reasons why voting Tory is a bad idea or we could send Labour (weak) people a letter encouraging them to sign up for a postal vote.""

Mr Taylor tells the commissioner: ""It is clear beyond peradventure from the above that the Labour Party is engaging in a large-scale voter ID project for subsequent promotional purposes through targeted and segmented mailings. ""Insofar as this project is directed at TPS subscribers, it is equally clear that it is unlawful."" The Lib Dems raised worries about Labour and Conservative calls in February and 680 people have signed up to the website they set up to help people to complain. A party official said there was only scattered evidence of the Tories breaking the rules but people had complained every day about Labour.

A spokeswoman for the Information Commissioner's Office said it was examining one complaint about political calls - understood to be Mr Taylor's. ""We are investigating one of the complaints where some evidence has been given to us,"" she said. ""Obviously evidence is needed for us to start investigations."" The commissioner's office will now examine the Lib Dem evidence. ""The guidance is that cold calling can be made as long as no marketing is going on,"" said the spokeswoman. If Labour is judged to have broken the rules, it will be asked stop immediately. If it fails to do so after two or three warning letters, the commissioner can issue an enforcement notice spelling out what the party needs to do or stop doing.

The party could appeal against the decision to an Information Tribunal. If the appeal fails and it continues breaking the rules, it could be fined up to £5,000. Labour says it avoids those on TPS lists when telephoning people about membership or fundraising but not when making ""voter identification"" calls. Asked about the commissioner's inquiry, a Labour spokesman told BBC News: ""We expect the information commissioner to take any complaint seriously. However, we are absolutely clear that we haven't broken any rules. ""As the information commissioner himself has said, if people are not marketing something, if they are asking them which way they are going to vote, they are not in breach of the law. ""We always ask everyone we phone up whether they would be happy to be contacted by the Labour Party again.""
",labour face cold call inquiry labour investigated watchdog claim election campaign broken rule cold calling householder information commissioner look complaint lib dems labour us call centre lib dems say labour telephoning people signed make sure get marketing call labour denies breaking rule say call marketing ask people voting intention party say would expect watchdog take complaint seriously clear legal advice issue telephone call centre expected used never three major party run general election seven million telephone number telephone preference service tps list ban unsolicited sale marketing call lib dem chairman matthew taylor written watchdog accusing labour flagrant systematic breach law governing tps say initial call may marketing identifies voter party send promotional material future letter commissioner quote labour party handbook identifying target voter quote stevenage labour party member newsletter explaining voter telephoned voting intention voter put category according last known voting intention ranging labour firm target conservative supported party past time voting tory newsletter say using information know people send direct mailing example could send target conservative people letter someone defected tory labour explaining reason voting tory bad idea could send labour weak people letter encouraging sign postal vote mr taylor tell commissioner clear beyond peradventure labour party engaging large scale voter id project subsequent promotional purpose targeted segmented mailing insofar project directed tps subscriber equally clear unlawful lib dems raised worry labour conservative call february people signed website set help people complain party official said scattered evidence tory breaking rule people complained every day labour spokeswoman information commissioner office said examining one complaint political call understood mr taylor investigating one complaint evidence given u said obviously evidence needed u start investigation commissioner office examine lib dem evidence guidance cold calling made long marketing going said spokeswoman labour judged broken rule asked stop immediately fails two three warning letter commissioner issue enforcement notice spelling party need stop party could appeal decision information tribunal appeal fails continues breaking rule could fined labour say avoids tps list telephoning people membership fundraising making voter identification call asked commissioner inquiry labour spokesman told bbc news expect information commissioner take complaint seriously however absolutely clear broken rule information commissioner said people marketing something asking way going vote breach law always ask everyone phone whether would happy contacted labour party
397.txt,"Blunkett hints at election call

Ex-Home Secretary David Blunkett has given fresh clues that the general election will be announced on Monday.

He told BBC Radio Five Live: ""I'm out in my constituency getting ready for what we presume will be an announcement very shortly at the weekend."" He clarified that he meant he would be in his Sheffield seat this weekend, not that he expected an election call then. Tony Blair is tipped to ask the Queen on Monday to dissolve Parliament ready for a 5 May poll.
",blunkett hint election call ex home secretary david blunkett given fresh clue general election announced monday told bbc radio five live constituency getting ready presume announcement shortly weekend clarified meant would sheffield seat weekend expected election call tony blair tipped ask queen monday dissolve parliament ready may poll
398.txt,"Lib Dems predict 'best ever poll'

The Lib Dems are set for their best results in both the general election and the local council polls, one of their frontbenchers has predicted.

Local government spokesman Ed Davey was speaking as the party launched its campaign for the local elections being held in 37 English council areas. The flagship pledge is to replace council tax with a local income tax. The Tories say the Lib Dems would make people pay more tax and Labour says the party's sums do not add up. Looking to the coming elections, which are all expected to be held on 5 May, Mr Davey said: ""We are going to be winning more votes and winning more seats. ""I think we are going to have the best general election results and local election results we have ever had under [party leader] Charles Kennedy. ""I couldn't think of a stronger endorsement of a leader.""
",lib dems predict best ever poll lib dems set best result general election local council poll one frontbencher predicted local government spokesman ed davey speaking party launched campaign local election held english council area flagship pledge replace council tax local income tax tory say lib dems would make people pay tax labour say party sum add looking coming election expected held may mr davey said going winning vote winning seat think going best general election result local election result ever party leader charles kennedy think stronger endorsement leader
399.txt,"Tories reject rethink on axed MP

Sacked MP Howard Flight's local Conservative association has insisted he will not be its candidate at the general election.

Russell Tanguay, agent for Arundel and South Downs Tories, said Mr Flight was ineligible to be a candidate and the association was seeking a substitute. The news comes despite Mr Flight's allies saying they had enough support to hold a meeting to discuss his fate. Mr Flight landed in trouble over remarks on Tory tax and spending plans. He quit as Tory deputy chairman after apparently suggesting the Tories planned extra spending cuts - but he wants to continue as an MP.

Tory headquarters says he cannot stand as a Conservative candidate because he is no longer an approved candidate. Mr Tanguay backed that view on Tuesday, saying: ""Howard Flight is ineligible to stand as a Conservative Party candidate. ""The association is in the process of selecting a new candidate.""

But the local Tory chairman made similar comments on Friday and dissent continues. Two local councillors who back Mr Flight met Mr Tanguay and the local association's chairman in Arundel on Tuesday afternoon but did not comment as they left the meeting. Mr Flight says he will not stand down as a candidate unless his local party instructs him to do so at an extraordinary general meeting (EGM). The MP, who is consulting his lawyers, told BBC News: ""They selected me and they, if you like, dispose of me or keep me."" Mr Flight's supporters also say they have the 50 signatures needed to trigger the EGM.

At a news conference, Mr Howard insisted he had played by the party's rules. The Tory leader, who argues he is ensuring honesty, said: ""We do not say one thing in private and another thing in public.""

Labour election campaign coordinator Alan Milburn said the Tories were in ""turmoil"" because Mr Flight had exposed their hidden plans. The comments were not a ""one-off"", he said, claiming Mr Howard and other senior Tories were obsessively committed to cutting public spending. Liberal Democrat chairman Matthew Taylor said: ""Whilst I disagree with Howard Flight's views, it seems extraordinary to sack somebody for telling the truth.""

It has also emerged Mr Howard has suspended Slough's constituency Conservative association for refusing to deselect its candidate. Adrian Hilton was abandoned after suggesting the signing of the Maastricht Treaty, under John Major's government, was an act of treason. The Catholic Herald also highlighted articles he wrote about the role of Catholicism in the European Union. Mr Hilton was chosen to fight the seat after the previous candidate, Robert Oulds, was sacked for being pictured with a range of guns and a hunting knife. Slough Conservative Association has now been placed on ""support status"" and is being run from Conservative campaign headquarters, says a senior party spokesman.

Mr Hilton on Tuesday said he was considering taking legal action against his deposal. He said the local party had only learned of the final decision on the BBC News website on Monday evening. ""There are people at Central Office who are behaving like little dictators and seemingly people who are ordinary members are being treated with contempt,"" he said. The party says it did try to contact the local Conservative chairman.
",tory reject rethink axed mp sacked mp howard flight local conservative association insisted candidate general election russell tanguay agent arundel south down tory said mr flight ineligible candidate association seeking substitute news come despite mr flight ally saying enough support hold meeting discus fate mr flight landed trouble remark tory tax spending plan quit tory deputy chairman apparently suggesting tory planned extra spending cut want continue mp tory headquarters say stand conservative candidate longer approved candidate mr tanguay backed view tuesday saying howard flight ineligible stand conservative party candidate association process selecting new candidate local tory chairman made similar comment friday dissent continues two local councillor back mr flight met mr tanguay local association chairman arundel tuesday afternoon comment left meeting mr flight say stand candidate unless local party instructs extraordinary general meeting egm mp consulting lawyer told bbc news selected like dispose keep mr flight supporter also say signature needed trigger egm news conference mr howard insisted played party rule tory leader argues ensuring honesty said say one thing private another thing public labour election campaign coordinator alan milburn said tory turmoil mr flight exposed hidden plan comment one said claiming mr howard senior tory obsessively committed cutting public spending liberal democrat chairman matthew taylor said whilst disagree howard flight view seems extraordinary sack somebody telling truth also emerged mr howard suspended slough constituency conservative association refusing deselect candidate adrian hilton abandoned suggesting signing maastricht treaty john major government act treason catholic herald also highlighted article wrote role catholicism european union mr hilton chosen fight seat previous candidate robert oulds sacked pictured range gun hunting knife slough conservative association placed support status run conservative campaign headquarters say senior party spokesman mr hilton tuesday said considering taking legal action deposal said local party learned final decision bbc news website monday evening people central office behaving like little dictator seemingly people ordinary member treated contempt said party say try contact local conservative chairman
400.txt,"Ex-PM Lord Callaghan dies aged 92

Former Labour prime minister Lord Callaghan has died on the eve of his 93rd birthday.

He passed away at home in East Sussex, just 11 days after his wife Audrey died aged 91. Lord Callaghan, who leaves a son and two daughters, was the longest living former British PM in history. He entered Downing Street in 1976 after the resignation of Harold Wilson. Prime Minister Tony Blair called him a ""giant"" of the Labour movement. He held each of the major offices of chancellor, home secretary, foreign secretary and prime minister during his career and became Lord Callaghan of Cardiff in 1987.

Chancellor Gordon Brown said the former PM would be ""mourned throughout the world"". ""It was a commitment to public service that brought Jim Callaghan into Parliament in 1945, and while Jim rose to the top he never forgot his roots."" Former cabinet colleague Lord Hattersley said his first reaction on hearing the news was ""immense sadness"".

""It was not a major surprise - I knew what a blow the death of his wife Audrey was a few days ago,"" he said. ""He was a decent kindly man who helped me and my generation of politicians immensely.

""The Labour party and the country will be poorer without him."" Conservative peer Lord Heseltine said that despite their political differences, he and Lord Callaghan became friends. ""You don't get to the premiership unless you have a streak of determination,"" he said. ""But I saw the other side of Jim Callaghan, he became a personal friend in a way, and my family and I were very fond of him."" Tory leader Michael Howard said he would be remembered with ""affection and respect"". Liberal Democrat leader Charles Kennedy said: ""When I was first elected in 1983 as the youngest MP, he was the ""Father of the House"" and as such took a very keen interest in my early days in Parliament.

""He was always full of warmth and wisdom."" Born in 1912 and educated at Portsmouth Northern Secondary School, Lord Callaghan became a clerk at the Inland Revenue. He enlisted in the Royal Navy in 1942 and rose to the rank of lieutenant. Elected for a Cardiff constituency at the 1945 general election, he represented Cardiff seats for more than 40 years. After serving as a junior minister in the Attlee government, he became chancellor of the exchequer when Labour returned to power in 1964.

With sterling under pressure, he resisted devaluation for three years, before being forced into it in 1967. His political career was not without controversy. When he refused to support prime minister Harold Wilson and Dame Barbara Castle over the latter's trade union manifesto, In Place of Strife, in 1968, he said: ""I am not going to resign. They will have to throw me out"". When home secretary, he ordered British troops to march into the streets of Belfast to protect Catholic civilians amid rising violence - a decision that has dominated British politics into the 21st century.

As foreign secretary in the early 1970s, Lord Callaghan kept an open mind about the UK's entry into the Common Market, seeing the advantages of the UK's entry. He once travelled to Idi Amin's Uganda in 1975 to plead for the life of a British lecturer, Dennis Hills, who was under a death sentence for treason.

His political life was often tempered by battles against the hard left of the party. In the autumn of 1978, before the ""Winter of Discontent"" when trade unions carried out strikes that brought the country to a standstill, Lord Callaghan refused to hold an early election which may have delivered a Labour victory. As garbage lay uncollected in the streets and hospital staff, council workers and even gravediggers stayed off work, Lord Callaghan failed to predict the mood of the country. When Britain went to the polls in 1979, Tory leader Margaret Thatcher was swept into power in a landslide victory, and Lord Callaghan resigned as Labour leader.
",ex pm lord callaghan dy aged former labour prime minister lord callaghan died eve rd birthday passed away home east sussex day wife audrey died aged lord callaghan leaf son two daughter longest living former british pm history entered downing street resignation harold wilson prime minister tony blair called giant labour movement held major office chancellor home secretary foreign secretary prime minister career became lord callaghan cardiff chancellor gordon brown said former pm would mourned throughout world commitment public service brought jim callaghan parliament jim rose top never forgot root former cabinet colleague lord hattersley said first reaction hearing news immense sadness major surprise knew blow death wife audrey day ago said decent kindly man helped generation politician immensely labour party country poorer without conservative peer lord heseltine said despite political difference lord callaghan became friend get premiership unless streak determination said saw side jim callaghan became personal friend way family fond tory leader michael howard said would remembered affection respect liberal democrat leader charles kennedy said first elected youngest mp father house took keen interest early day parliament always full warmth wisdom born educated portsmouth northern secondary school lord callaghan became clerk inland revenue enlisted royal navy rose rank lieutenant elected cardiff constituency general election represented cardiff seat year serving junior minister attlee government became chancellor exchequer labour returned power sterling pressure resisted devaluation three year forced political career without controversy refused support prime minister harold wilson dame barbara castle latter trade union manifesto place strife said going resign throw home secretary ordered british troop march street belfast protect catholic civilian amid rising violence decision dominated british politics st century foreign secretary early lord callaghan kept open mind uk entry common market seeing advantage uk entry travelled idi amin uganda plead life british lecturer dennis hill death sentence treason political life often tempered battle hard left party autumn winter discontent trade union carried strike brought country standstill lord callaghan refused hold early election may delivered labour victory garbage lay uncollected street hospital staff council worker even gravedigger stayed work lord callaghan failed predict mood country britain went poll tory leader margaret thatcher swept power landslide victory lord callaghan resigned labour leader
401.txt,"Blair prepares to name poll date

Tony Blair is likely to name 5 May as election day when Parliament returns from its Easter break, the BBC's political editor has learned.

Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. Downing Street would not be drawn on the claim, saying election timing was a matter for the prime minister.

A Number 10 spokeswoman would only say: ""He will announce an election when he wants to announce an election."" The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament. The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.

But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill. Mr Marr said on Wednesday's Today programme: ""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April. ""As soon as the Commons is back after the short Easter recess, Tony Blair whips up to the Palace, asks the Queen to dissolve Parliament ... and we're going."" The Labour government officially has until June 2006 to hold general election, but in recent years governments have favoured four-year terms.
",blair prepares name poll date tony blair likely name may election day parliament return easter break bbc political editor learned andrew marr say mr blair ask queen april dissolve parliament end week mr blair far resisted call name day party stepped campaigning recently downing street would drawn claim saying election timing matter prime minister number spokeswoman would say announce election want announce election move signal frantic week westminster government likely try get key legislation parliament government need finance bill covering budget plan passed common close business end session april also seek push serious organised crime bill id card bill mr marr said wednesday today programme almost nobody senior level inside government parliament expect election called april soon common back short easter recess tony blair whip palace asks queen dissolve parliament going labour government officially june hold general election recent year government favoured four year term
402.txt,"Brown's poll campaign move denied

The government has denied reports that Gordon Brown is preparing to oust Alan Milburn as Labour's election supremo.

Work and pensions minister Alan Johnson said it was wrong to suggest the chancellor would usurp Mr Milburn, adding they would ""work as a team"". A report in the Sunday Business claimed Mr Brown has been asked to take charge of media strategy, while Mr Milburn would move to a behind-the-scenes role. Labour has always maintained Mr Brown would have a central campaign role.

But many Labour backbenchers are said to be dissatisfied with the way election campaigning has gone and have said they wanted to see the chancellor take a bigger role. Some commentators say the Tories have grasped the initiative, putting Labour on the back foot, having to respond to Conservative policy announcements. These claims follow various opinion polls which suggest the Tories have been gaining on Labour. Party strategists are believed to want to bring Mr Brown to centre-stage having seen support rise, in private polling, after his Budget last week. But another report in the Sunday Telegraph claims Mr Milburn is unwilling to allow any new role for the chancellor to come at his expense. Mr Johnson told BBC News: ""Gordon Brown will play a central role in any election campaign. ""They were wrong when they said Milburn was ousting Brown and they're wrong now if they are saying Brown is ousting Milburn. We work as a team."" Mr Milburn has repeatedly said the chancellor was key to the campaign and dismissed claims of a rift. Neither Downing Street nor the Labour Party would comment directly on the reports.
",brown poll campaign move denied government denied report gordon brown preparing oust alan milburn labour election supremo work pension minister alan johnson said wrong suggest chancellor would usurp mr milburn adding would work team report sunday business claimed mr brown asked take charge medium strategy mr milburn would move behind scene role labour always maintained mr brown would central campaign role many labour backbencher said dissatisfied way election campaigning gone said wanted see chancellor take bigger role commentator say tory grasped initiative putting labour back foot respond conservative policy announcement claim follow various opinion poll suggest tory gaining labour party strategist believed want bring mr brown centre stage seen support rise private polling budget last week another report sunday telegraph claim mr milburn unwilling allow new role chancellor come expense mr johnson told bbc news gordon brown play central role election campaign wrong said milburn ousting brown wrong saying brown ousting milburn work team mr milburn repeatedly said chancellor key campaign dismissed claim rift neither downing street labour party would comment directly report
404.txt,"Tory candidate quits over remark

A Conservative election challenger is quitting after being quoted as wanting a ""period of creative destruction in the public services"".

Danny Kruger, who also works in the Tory research unit, had been due to take on Tony Blair in Sedgefield. He says his remark last week was misrepresented but he will not contest the election for fear of damaging the Conservative cause. Tory leader Michael Howard accepted his decision ""with regret"". Mr Kruger was quoted in the Guardian newspaper saying: ""We plan to introduce a period of creative destruction in the public services.""

In a statement, the party said the comment had been taken out of context. ""He fully supports the party's policies on, and approach to, the public services,"" said the statement. ""However, in order to avoid any further misrepresentation of his views and any damage to the Party, he has decided not to stand in the Sedgefield constituency at the next election."" Mr Kruger is continuing in his job at the Tory campaign headquarters. Labour election coordinator Alan Milburn claimed Mr Kruger had exposed the Tory agenda for £35bn of cuts to public services. Mr Milburn said: ""He is not some unknown hopeful fighting an unwinnable seat. He is a man who has worked at the heart of Conservative policy development... ""His claim that the Tories were planning 'a period of creative destruction in the public services' is not a rogue claim. ""It is the authentic and shocking voice of the Conservative Party. It reveals the true picture of what they would do.""
",tory candidate quits remark conservative election challenger quitting quoted wanting period creative destruction public service danny kruger also work tory research unit due take tony blair sedgefield say remark last week misrepresented contest election fear damaging conservative cause tory leader michael howard accepted decision regret mr kruger quoted guardian newspaper saying plan introduce period creative destruction public service statement party said comment taken context fully support party policy approach public service said statement however order avoid misrepresentation view damage party decided stand sedgefield constituency next election mr kruger continuing job tory campaign headquarters labour election coordinator alan milburn claimed mr kruger exposed tory agenda bn cut public service mr milburn said unknown hopeful fighting unwinnable seat man worked heart conservative policy development claim tory planning period creative destruction public service rogue claim authentic shocking voice conservative party reveals true picture would
403.txt,"Voters 'don't trust politicians'

Eight out of 10 voters do not trust politicians to tell the truth, a new poll conducted for the BBC suggests.

And 87% of the 1,000 adults quizzed by ICM for BBC News 24 said politicians did not deliver what they promised. The poll comes after Foreign Secretary Jack Straw predicted trust would be ""the key choice"" at the next election. Both the Tories and the Lib Dems are keen to emphasise a perceived lack of trust in Tony Blair, following his claims over Iraqi weapons.

But according to the BBC poll, 61% said the issue of trust made no difference to whether or not they would vote at the next election, widely expected on 5 May. The poll also looked at what lay behind the lack of trust in politicians. Some 87% said politicians did not keep the promises they made before elections, while 92% said they never gave ""a straight answer"". Just under three-quarters of respondents (73%) said politicians had shown themselves to be dishonest too often.

Mr Straw told activists in Blackburn on Thursday that voters would have to decide at the next election which party ""best deserves"" their ""future trust"". ""That in the end is the key choice at the next election.""

He acknowledged that the public had lost faith in Labour, but suggested it could persuade people to ""reinvest their trust with us"" if the party could overcome Tory attempts to spread cynicism in politics. The Conservatives are keen to highlight the trust issue. During his response to Gordon Brown's Budget statement on Tuesday, Michael Howard compared the chancellor's figures to the prime minister's claims about Iraq's weapons of mass destruction.

The Lib Dems are also keen to highlight the trust issue, with Charles Kennedy has claiming voters had a ""fundamental lack of trust in the prime minister"". And the Green Party unveiled a billboard opposite the Palace of Westminster accusing the government of lying over the Iraq war.

Former education secretary Estelle Morris told BBC News 24 that there was a ""real problem of trust"" between the public and the politicians. She said she did not feel her own colleagues could be trusted, but suggested the ""three-cornered relationship"" between the press, politicians and the public had a hand in the issue. The public was often turned off by sitting on the sidelines in ""the battle of words"" between the politician and the journalist, she added. Lib Dem foreign affairs spokesman Menzies Campbell said the Iraq war had hit trust in politicians hard. ""Issues of war and peace, life and death do have a very damaging effect on the credibility of politicians"". Martin Bell, who won the Tatton seat from Tory Neil Hamilton on anti-corruption platform, said politicians often failed to see themselves as others did. ""We need public figures we trust to tell the truth and who can see themselves as others see them.""
",voter trust politician eight voter trust politician tell truth new poll conducted bbc suggests adult quizzed icm bbc news said politician deliver promised poll come foreign secretary jack straw predicted trust would key choice next election tory lib dems keen emphasise perceived lack trust tony blair following claim iraqi weapon according bbc poll said issue trust made difference whether would vote next election widely expected may poll also looked lay behind lack trust politician said politician keep promise made election said never gave straight answer three quarter respondent said politician shown dishonest often mr straw told activist blackburn thursday voter would decide next election party best deserves future trust end key choice next election acknowledged public lost faith labour suggested could persuade people reinvest trust u party could overcome tory attempt spread cynicism politics conservative keen highlight trust issue response gordon brown budget statement tuesday michael howard compared chancellor figure prime minister claim iraq weapon mass destruction lib dems also keen highlight trust issue charles kennedy claiming voter fundamental lack trust prime minister green party unveiled billboard opposite palace westminster accusing government lying iraq war former education secretary estelle morris told bbc news real problem trust public politician said feel colleague could trusted suggested three cornered relationship press politician public hand issue public often turned sitting sideline battle word politician journalist added lib dem foreign affair spokesman menzies campbell said iraq war hit trust politician hard issue war peace life death damaging effect credibility politician martin bell tatton seat tory neil hamilton anti corruption platform said politician often failed see others need public figure trust tell truth see others see
405.txt,"Abortion not a poll issue - Blair

Tony Blair does not believe abortion should be an election issue, arguing it is a matter for individual conscience.

The prime minister's spokesman set out Mr Blair's view after the top Catholic in England and Wales backed Michael Howard's stance on abortions. The Tory leader supports a reduction in the legal limit from 24 weeks to 20 and has said current rules are ""tantamount to abortion on demand"". The prime minister has made it clear he has no plans to the change the law.

Mr Blair's spokesman said: ""The Catholic church has a well-known position on this issue and it was one of many issues the Cardinal mentioned and therefore it should be seen in that context."" His words came as Cardinal Cormac Murphy O'Connor, the Archbishop of Westminster, backed Mr Howard's stance and distanced himself from Labour. In a statement, he said abortion was a ""very key issue"", saying: ""The policy supported by Mr Howard is one that we would commend, on the way to a full abandonment of abortion.""

Cardinal O'Connor claimed Labour had ""developed"" the notion that it was the natural party of Catholics, but he said: ""We are not going to suggest people support one particular party."" The Family Planning Association says a reduction would particularly affect young women who often seek help later. More than 180,000 women in England and Wales had terminations last year, of which fewer than 1% were carried out between 22 and 24 weeks.

In the Cosmopolitan interview Mr Howard said: ""I believe abortion should be available to everyone, but the law should be changed. ""In the past I voted for a restriction to 22 weeks and I would be prepared to go down to 20."" All three main parties say the issue is one for each MP's conscience, rather than one where there is a party-wide policy. Mr Howard stressed his views were his personal views. Shadow home secretary David Davis said he understood Mr Howard had been signalling that a Conservative government would allow a Commons vote on the issue. Mr Blair and Liberal Democrat leader Charles Kennedy also gave their views during interviews, conducted as part of the magazine's ""High Heeled Vote"" campaign.

Mr Blair, who last year denied he planned to join his wife and four children in the Catholic faith despite regularly taking communion, said abortion was a ""difficult issue"". ""However much I dislike the idea of abortion, you should not criminalise a woman who, in very difficult circumstances, makes that choice. ""Obviously there is a time beyond which you can't have an abortion, and we have no plans to change that although the debate will continue."" Mr Kennedy said he had previously voted for a 22-week limit but medical advances mean ""I don't know what I would do now"". The Roman Catholic Archbishop of Cardiff, the Most Reverend Peter Smith, told BBC Radio 4's Today programme that the church merely wanted people to ""reflect on issues in light of the gospel"" before voting. Anne Weyman, chief executive of the Family Planning Association, asked: ""What is the benefit to women, or to the potential child, of forcing a woman to have a baby?"" Anti-abortion group the Pro-Life Alliance ""congratulated"" Mr Howard on his new stance, but said it did not go far enough.
",abortion poll issue blair tony blair believe abortion election issue arguing matter individual conscience prime minister spokesman set mr blair view top catholic england wale backed michael howard stance abortion tory leader support reduction legal limit week said current rule tantamount abortion demand prime minister made clear plan change law mr blair spokesman said catholic church well known position issue one many issue cardinal mentioned therefore seen context word came cardinal cormac murphy connor archbishop westminster backed mr howard stance distanced labour statement said abortion key issue saying policy supported mr howard one would commend way full abandonment abortion cardinal connor claimed labour developed notion natural party catholic said going suggest people support one particular party family planning association say reduction would particularly affect young woman often seek help later woman england wale termination last year fewer carried week cosmopolitan interview mr howard said believe abortion available everyone law changed past voted restriction week would prepared go three main party say issue one mp conscience rather one party wide policy mr howard stressed view personal view shadow home secretary david davis said understood mr howard signalling conservative government would allow common vote issue mr blair liberal democrat leader charles kennedy also gave view interview conducted part magazine high heeled vote campaign mr blair last year denied planned join wife four child catholic faith despite regularly taking communion said abortion difficult issue however much dislike idea abortion criminalise woman difficult circumstance make choice obviously time beyond abortion plan change although debate continue mr kennedy said previously voted week limit medical advance mean know would roman catholic archbishop cardiff reverend peter smith told bbc radio today programme church merely wanted people reflect issue light gospel voting anne weyman chief executive family planning association asked benefit woman potential child forcing woman baby anti abortion group pro life alliance congratulated mr howard new stance said go far enough
