article_name,article_content,processed_article_content
473.txt,"Two Nigerian banks set to merge

Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge and create the biggest bank in West Africa.

The deal is also in line with a 2004 directive from the Nigerian central bank that called for more consolidation in the nation's crowded banking sector. The merger was announced in a statement on Standard Trust's website on Tuesday, but no financial details were revealed. United Bank is the third biggest in Nigeria in terms of number of branches. Standard Trust is smaller but more profitable. ""The boards of United Bank and Standard Trust, at separate meetings yesterday, approved arrangements to merge both institutions,"" Standard Trust said. Standard Trust is 100% Nigerian-owned, but United Bank has some foreign investors, including New York-based Global Depository Receipts (32.8%), and Banca Nazionale del Lavoro and Monte del Paschi di Siena, both from Italy, who each have a 2.4% stake.
","two nigerian bank set merge nigerian bank united bank africa standard trust bank agreed plan merge create biggest bank west africa . deal also line 2004 directive nigerian central bank called consolidation nation 's crowded banking sector . merger announced statement standard trust 's website tuesday , financial detail revealed . united bank third biggest nigeria term number branch . standard trust smaller profitable . `` board united bank standard trust , separate meeting yesterday , approved arrangement merge institution , '' standard trust said . standard trust 100 % nigerian-owned , united bank foreign investor , including new york-based global depository receipt ( 32.8 % ) , banca nazionale del lavoro monte del paschi di siena , italy , 2.4 % stake ."
474.txt,"Virgin Blue shares plummet 20%

Shares in Australian budget airline Virgin Blue plunged 20% after it warned of a steep fall in full year profits.

Virgin Blue said profits after tax for the year to March would be between 10% to 15% lower than the previous year. ""Sluggish demand reported previously for November and now December 2004 continues,"" said Virgin Blue chief executive Brett Godfrey. Virgin Blue, which is 25% owned by Richard Branson, has been struggling to fend off pressure from rival Jetstar. It cut its full year passenger number forecast by ""approximately 2.5%"". Virgin Blue reported a 22% fall in first quarter profits in August 2004 due to tough competition. In November, first half profits were down due to slack demand and rising fuel costs. Virgin Blue was launched four years ago and now has roughly one third of Australia's domestic airline market. But the national carrier, Qantas, has fought back with its own budget airline, Jetstar, which took to the skies in May 2004. Sydney-listed Virgin Blue's shares recovered slightly to close 12% down on Wednesday. Shares in its major shareholder, Patrick Corporation - which owns 46% of Virgin Blue - had dropped 31% by the close.
","virgin blue share plummet 20 % share australian budget airline virgin blue plunged 20 % warned steep fall full year profit . virgin blue said profit tax year march would 10 % 15 % lower previous year . `` sluggish demand reported previously november december 2004 continues , '' said virgin blue chief executive brett godfrey . virgin blue , 25 % owned richard branson , struggling fend pressure rival jetstar . cut full year passenger number forecast `` approximately 2.5 % '' . virgin blue reported 22 % fall first quarter profit august 2004 due tough competition . november , first half profit due slack demand rising fuel cost . virgin blue launched four year ago roughly one third australia 's domestic airline market . national carrier , qantas , fought back budget airline , jetstar , took sky may 2004. sydney-listed virgin blue 's share recovered slightly close 12 % wednesday . share major shareholder , patrick corporation - owns 46 % virgin blue - dropped 31 % close ."
475.txt,"Watchdog probes Vivendi bond sale

French stock market regulator AMF has filed complaints against media giant Vivendi Universal, its boss and another top executive.

It believes the prospectus for a bond issue was unclear and that executives may have had privileged information. AMF has begun proceedings against Vivendi, its chief executive Jean-Rene Fourtou and chief operating officer Jean-Bernard Levy. Vivendi advisor Deutsche Bank was also the subject of a complaint filing. Deutsche Bank, which was responsible for selling the convertible bonds to investors, could face penalties if the complaint is upheld.

Vivendi has said it believes there is ""no legal basis"" for the complaints. The watchdog is said to believe the executive pair were party to ""privileged information"" surrounding the issue of the bonds. Both men bought some of the bonds, the Associated Press news agency reported. AMF is investigating claims that the duo were aware of an interest in Vivendi's US assets from investor Marvin Davis, at the time of the bond sale. Vivendi, however, has said that the information was public knowledge as Mr Davis' offer for the US assets had already been rejected by Vivendi's board. AMF is also looking into whether the executives knew that Vivendi was considering exercising its right to buy British Telecom's shares in Cegetel. Vivendi has rejected the charge, saying the decision to buy the Cegetel shares was ""no more than a possibility, of which the public was perfectly aware"" at the time of the bond issue. Back in December, Vivendi and its former chief executive Jean-Marie Messier were each fined 1m euros ($1.3m; £690,000) by AMF. The fines came after a 15-month probe into allegations that the media giant misled investors after a costly acquisition programme went wrong.
","watchdog probe vivendi bond sale french stock market regulator amf filed complaint medium giant vivendi universal , bos another top executive . belief prospectus bond issue unclear executive may privileged information . amf begun proceeding vivendi , chief executive jean-rene fourtou chief operating officer jean-bernard levy . vivendi advisor deutsche bank also subject complaint filing . deutsche bank , responsible selling convertible bond investor , could face penalty complaint upheld . vivendi said belief `` legal basis '' complaint . watchdog said believe executive pair party `` privileged information '' surrounding issue bond . men bought bond , associated press news agency reported . amf investigating claim duo aware interest vivendi 's u asset investor marvin davis , time bond sale . vivendi , however , said information public knowledge mr davis ' offer u asset already rejected vivendi 's board . amf also looking whether executive knew vivendi considering exercising right buy british telecom 's share cegetel . vivendi rejected charge , saying decision buy cegetel share `` possibility , public perfectly aware '' time bond issue . back december , vivendi former chief executive jean-marie messier fined 1m euro ( $ 1.3m ; £690,000 ) amf . fine came 15-month probe allegation medium giant misled investor costly acquisition programme went wrong ."
476.txt,"Saudi NCCI's shares soar

Shares in Saudi Arabia's National Company for Cooperative Insurance (NCCI) soared on their first day of trading in Riyadh.

They were trading 84% above the offer price on Monday, changing hands at 372 riyals ($99; £53) after topping 400 early in the day. Demand for the insurer's debut shares was strong - 12 times what was on sale. The listing was part of the country's plans to open up its insurance market and boost demand in the sector. Deregulation is expected to boost demand for accident and damage cover.

Previously, only NCCI has been legally allowed to offer insurance products within Saudi Arabia. However, the authorities have turned a blind eye to the many other firms selling insurance. Saudi Arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. Policy-makers also want to make having insurance more of a requirement, but first have to take steps to boost public confidence in the system, analysts said. As a result, NCCI is being developed as the industry's flagship firm - publicly-listed, with audited accounts. Saudi Arabia sold 7 million NCCI shares, or about 70% of the company's total capital last month. More than 800,000 applicants got 9 shares each for 205 riyals apiece.
","saudi ncci 's share soar share saudi arabia 's national company cooperative insurance ( ncci ) soared first day trading riyadh . trading 84 % offer price monday , changing hand 372 riyal ( $ 99 ; £53 ) topping 400 early day . demand insurer 's debut share strong - 12 time sale . listing part country 's plan open insurance market boost demand sector . deregulation expected boost demand accident damage cover . previously , ncci legally allowed offer insurance product within saudi arabia . however , authority turned blind eye many firm selling insurance . saudi arabia want fully functioning insurance industry introducing legislation clamp unauthorised company . policy-makers also want make insurance requirement , first take step boost public confidence system , analyst said . result , ncci developed industry 's flagship firm - publicly-listed , audited account . saudi arabia sold 7 million ncci share , 70 % company 's total capital last month . 800,000 applicant got 9 share 205 riyal apiece ."
477.txt,"JP Morgan admits US slavery links

Thousands of slaves were accepted as collateral for loans by two banks that later became part of JP Morgan Chase.

The admission is part of an apology sent to JP Morgan staff after the bank researched its links to slavery in order to meet legislation in Chicago. Citizens Bank and Canal Bank are the two lenders that were identified. They are now closed, but were linked to Bank One, which JP Morgan bought last year. About 13,000 slaves were used as loan collateral between 1831 and 1865.

Because of defaults by plantation owners, Citizens and Canal ended up owning about 1,250 slaves. ""We all know slavery existed in our country, but it is quite different to see how our history and the institution of slavery were intertwined,"" JP Morgan chief executive William Harrison and chief operating officer James Dimon said in the letter. ""Slavery was tragically ingrained in American society, but that is no excuse."" ""We apologise to the African-American community, particularly those who are descendants of slaves, and to the rest of the American public for the role that Citizens Bank and Canal Bank played."" ""The slavery era was a tragic time in US history and in our company's history."" JP Morgan said that it was setting up a $5m scholarship programme for students living in Louisiana, the state where the events took place. The bank said that it is a ""very different company than the Citizens and Canal Banks of the 1800s"".
","jp morgan admits u slavery link thousand slave accepted collateral loan two bank later became part jp morgan chase . admission part apology sent jp morgan staff bank researched link slavery order meet legislation chicago . citizen bank canal bank two lender identified . closed , linked bank one , jp morgan bought last year . 13,000 slave used loan collateral 1831 1865. default plantation owner , citizen canal ended owning 1,250 slave . `` know slavery existed country , quite different see history institution slavery intertwined , '' jp morgan chief executive william harrison chief operating officer james dimon said letter . `` slavery tragically ingrained american society , excuse . '' `` apologise african-american community , particularly descendant slave , rest american public role citizen bank canal bank played . '' `` slavery era tragic time u history company 's history . '' jp morgan said setting $ 5m scholarship programme student living louisiana , state event took place . bank said `` different company citizen canal bank 1800s '' ."
478.txt,"Egypt and Israel seal trade deal

In a sign of a thaw in relations between Egypt and Israel, the two countries have signed a trade protocol with the US, allowing Egyptian goods made in partnership with Israeli firms free access to American markets.

The protocol, signed in Cairo, will establish what are called ""qualified industrial zones"" in Egypt. Products from these zones will enjoy duty free access to the US, provided that 35% of their components are the product of Israeli-Egyptian cooperation. The US describes this as the most important economic agreement between Egypt and Israel in two decades.

The protocol establishing the zones has been stalled for years. There has been deep sensitivity in Egypt about any form of co-operation with Israel as long as its peace process with the Palestinians remains blocked. But in recent weeks an unusual warmth has crept into relations between the two countries. Both exchanged prisoners earlier this month, with Egypt handing back an Israeli who has served eight years in prison after being convicted for spying.

Egyptian President Hosni Mubarak has described Israeli Prime Minister Ariel Sharon as the best chance for the Palestinians to achieve peace. The government in Cairo now believes Mr Sharon is moving towards the centre and away from the positions of right wing groups. It also believes the US, pressed by Europe, is now more willing to engage seriously in the search for a settlement. But there are also pressing economic reasons for Egypt's decision to enter into the trade agreement. It will give a huge boost to Egyptian textile exports, which are about to suffer a drop after new regulations come into force in the US at the beginning of the year.
","egypt israel seal trade deal sign thaw relation egypt israel , two country signed trade protocol u , allowing egyptian good made partnership israeli firm free access american market . protocol , signed cairo , establish called `` qualified industrial zone '' egypt . product zone enjoy duty free access u , provided 35 % component product israeli-egyptian cooperation . u describes important economic agreement egypt israel two decade . protocol establishing zone stalled year . deep sensitivity egypt form co-operation israel long peace process palestinian remains blocked . recent week unusual warmth crept relation two country . exchanged prisoner earlier month , egypt handing back israeli served eight year prison convicted spying . egyptian president hosni mubarak described israeli prime minister ariel sharon best chance palestinian achieve peace . government cairo belief mr sharon moving towards centre away position right wing group . also belief u , pressed europe , willing engage seriously search settlement . also pressing economic reason egypt 's decision enter trade agreement . give huge boost egyptian textile export , suffer drop new regulation come force u beginning year ."
479.txt,"Ford gains from finance not cars

Ford, the US car company, reported higher fourth quarter and full-year profits on Thursday boosted by a buoyant period for its car loans unit.

Net income for 2004 was $3.5bn (£1.87bn) - up nearly $3bn from 2003 - while turnover rose $7.2bn to $170.8bn. In the fourth quarter alone Ford reported net income of $104m, compared with a loss of $793m a year ago. But its auto unit made a loss. Fourth quarter turnover was $44.7bn, compared to $45.9bn a year ago.

Though car and truck loan profits saved the day, Ford's auto unit made a pre-tax loss of $470m in the fourth quarter (compared to a profit of £13m in the year-ago period) and its US sales dipped 3.8%.

Yesterday General Motor's results also showed its finance unit was a strong contributor to profits. However, Ford is working hard to revitalise its product portfolio, unveiling the Fusion and Zephyr models at the International Motor Show in Detroit. It also brought out a number of new models in the second half of 2004. ""In 2004, our company gained momentum, delivering...more new products, and more innovative breakthroughs, such as the Escape Hybrid, the industry's first full-hybrid sport utility vehicle,"" said chairman and chief executive officer Bill Ford.""

""We also confronted operating challenges with our Jaguar brand and high industry marketing costs,"" he added. But Ford declined to provide guidance for first quarter 2005. It will do so at a presentation in New York on 26 January. In addition, the company said 2004 net income was affected by a fourth-quarter pre-tax charge taken to reduce the value of a receivable owed to Ford by Visteon, a former subsidiary. Recent new models introduced by Ford include the Ford Five Hundred and Mercury Montego sedans, the Ford Freestyle crossover, the Ford Mustang, the Land Rover LR3/Discovery, and Volvo S40 and V50 in North America and Europe. Total company vehicle unit sales in 2004 were 6,798,000, an increase of 62,000 units from 2003. Fourth-quarter vehicle unit sales totalled 1,751,000, a decline of 133,000 units. For the full year, Ford's worldwide automotive division earned a pre-tax profit of $850m, a $697m improvement from $153m a year ago.
","ford gain finance car ford , u car company , reported higher fourth quarter full-year profit thursday boosted buoyant period car loan unit . net income 2004 $ 3.5bn ( £1.87bn ) - nearly $ 3bn 2003 - turnover rose $ 7.2bn $ 170.8bn . fourth quarter alone ford reported net income $ 104m , compared loss $ 793m year ago . auto unit made loss . fourth quarter turnover $ 44.7bn , compared $ 45.9bn year ago . though car truck loan profit saved day , ford 's auto unit made pre-tax loss $ 470m fourth quarter ( compared profit £13m year-ago period ) u sale dipped 3.8 % . yesterday general motor 's result also showed finance unit strong contributor profit . however , ford working hard revitalise product portfolio , unveiling fusion zephyr model international motor show detroit . also brought number new model second half 2004 . `` 2004 , company gained momentum , delivering ... new product , innovative breakthrough , escape hybrid , industry 's first full-hybrid sport utility vehicle , '' said chairman chief executive officer bill ford . '' `` also confronted operating challenge jaguar brand high industry marketing cost , '' added . ford declined provide guidance first quarter 2005. presentation new york 26 january . addition , company said 2004 net income affected fourth-quarter pre-tax charge taken reduce value receivable owed ford visteon , former subsidiary . recent new model introduced ford include ford five hundred mercury montego sedan , ford freestyle crossover , ford mustang , land rover lr3/discovery , volvo s40 v50 north america europe . total company vehicle unit sale 2004 6,798,000 , increase 62,000 unit 2003. fourth-quarter vehicle unit sale totalled 1,751,000 , decline 133,000 unit . full year , ford 's worldwide automotive division earned pre-tax profit $ 850m , $ 697m improvement $ 153m year ago ."
480.txt,"Wipro beats forecasts once again

Wipro, India's third-biggest software firm, has reported a 60% rise in profit, topping market expectations.

Net income in the last quarter was 4.3bn rupees ($98m; £52m), against 2.7bn a year earlier. Profit had been forecast to be 4.1bn rupees. Wipro offers services such as call centres to foreign clients and has worked for more than half of the companies on the Fortune 500 list. Wipro said demand was strong, allowing it to increase the prices it charged.

""On the face of it, the results don't look very exciting,"" said Apurva Shah, an analyst at ASK-Raymond James. ""But the guidance is positive and pricing going up is good news."" Third-quarter sales rose 34% to 20.9bn rupees. One problem identified by Wipro was the high turnover of its staff. It said that 90% of employees at its business process outsourcing operations had had to be replaced. ""We have to get that under control,"" said vice-chairman Vivek Paul. Wipro is majority owned by India's richest man Azim Premji.
","wipro beat forecast wipro , india 's third-biggest software firm , reported 60 % rise profit , topping market expectation . net income last quarter 4.3bn rupee ( $ 98m ; £52m ) , 2.7bn year earlier . profit forecast 4.1bn rupee . wipro offer service call centre foreign client worked half company fortune 500 list . wipro said demand strong , allowing increase price charged . `` face , result n't look exciting , '' said apurva shah , analyst ask-raymond james . `` guidance positive pricing going good news . '' third-quarter sale rose 34 % 20.9bn rupee . one problem identified wipro high turnover staff . said 90 % employee business process outsourcing operation replaced . `` get control , '' said vice-chairman vivek paul . wipro majority owned india 's richest man azim premji ."
481.txt,"Christmas sales worst since 1981

UK retail sales fell in December, failing to meet expectations and making it by some counts the worst Christmas since 1981.

Retail sales dropped by 1% on the month in December, after a 0.6% rise in November, the Office for National Statistics (ONS) said. The ONS revised the annual 2004 rate of growth down from the 5.9% estimated in November to 3.2%. A number of retailers have already reported poor figures for December. Clothing retailers and non-specialist stores were the worst hit with only internet retailers showing any significant growth, according to the ONS.

The last time retailers endured a tougher Christmas was 23 years previously, when sales plunged 1.7%.

The ONS echoed an earlier caution from Bank of England governor Mervyn King not to read too much into the poor December figures. Some analysts put a positive gloss on the figures, pointing out that the non-seasonally-adjusted figures showed a performance comparable with 2003. The November-December jump last year was roughly comparable with recent averages, although some way below the serious booms seen in the 1990s. And figures for retail volume outperformed measures of actual spending, an indication that consumers are looking for bargains, and retailers are cutting their prices.

However, reports from some High Street retailers highlight the weakness of the sector. Morrisons, Woolworths, House of Fraser, Marks & Spencer and Big Food all said that the festive period was disappointing.

And a British Retail Consortium survey found that Christmas 2004 was the worst for 10 years. Yet, other retailers - including HMV, Monsoon, Jessops, Body Shop and Tesco - reported that festive sales were well up on last year. Investec chief economist Philip Shaw said he did not expect the poor retail figures to have any immediate effect on interest rates. ""The retail sales figures are very weak, but as Bank of England governor Mervyn King indicated last night, you don't really get an accurate impression of Christmas trading until about Easter,"" said Mr Shaw. ""Our view is the Bank of England will keep its powder dry and wait to see the big picture.""
","christmas sale worst since 1981 uk retail sale fell december , failing meet expectation making count worst christmas since 1981. retail sale dropped 1 % month december , 0.6 % rise november , office national statistic ( ons ) said . ons revised annual 2004 rate growth 5.9 % estimated november 3.2 % . number retailer already reported poor figure december . clothing retailer non-specialist store worst hit internet retailer showing significant growth , according ons . last time retailer endured tougher christmas 23 year previously , sale plunged 1.7 % . ons echoed earlier caution bank england governor mervyn king read much poor december figure . analyst put positive gloss figure , pointing non-seasonally-adjusted figure showed performance comparable 2003. november-december jump last year roughly comparable recent average , although way serious boom seen 1990s . figure retail volume outperformed measure actual spending , indication consumer looking bargain , retailer cutting price . however , report high street retailer highlight weakness sector . morrison , woolworth , house fraser , mark & spencer big food said festive period disappointing . british retail consortium survey found christmas 2004 worst 10 year . yet , retailer - including hmv , monsoon , jessops , body shop tesco - reported festive sale well last year . investec chief economist philip shaw said expect poor retail figure immediate effect interest rate . `` retail sale figure weak , bank england governor mervyn king indicated last night , n't really get accurate impression christmas trading easter , '' said mr shaw . `` view bank england keep powder dry wait see big picture . ''"
482.txt,"Businesses fail to plan for HIV

Companies fail to draw up plans to cope with HIV/Aids until it affects 20% of people in a country, new research says.

The finding comes in a report published on Thursday by the World Economic Forum, Harvard and the UN aids agency. ""Too few companies are responding proactively to the social and business threats,"" said Dr Kate Taylor, head of the WEF's global Health Initiative. Nearly 9,000 business leaders in 104 countries were surveyed for Business and HIV/AIDS: Commitment and Action?

Dr Taylor described the level of action taken by businesses as revealed by the report as ""too little, too late"". The issue will be highlighted to business and world leaders at the World Economic Forum, which meets in Davos, Switzerland, next week. The WEF report shows that despite the fact that 14,000 people contract HIV/Aids every day, concern among businesses has dropped by 23% in the last 12 months. Most (71%) have no policies in place to address the disease. Nor could over 65% of the business leaders surveyed say or estimate the prevalence of HIV among their staff. The UN programme tackling Aids, UNAIDS, pointed out that having a clear strategy for dealing with HIV/Aids was a good investment as well as being socially responsible.

One company that does have a plan is Anglo-American, the international mining company, which estimates an HIV prevalence of 24% among its 130,000-strong Southern African workforce.

Over the last two years the company has implemented extensive voluntary counselling and testing for HIV infection, coupled with anti-retroviral therapy for employees progressing to Aids. Over 90% of the 2,200 employees who have accessed and remained on treatment are well and have returned to normal work. ""Effective action on HIV/Aids is synonymous with good business management and leads to more profitable and sustainable operations,"" said Brian Brink, senior vice-president, health, at Anglo-American.

""Companies should encourage all workers to know their HIV status, making it as routine as monitoring blood pressure or cholesterol,"" he said. ""Providing access to treatment is a critical part of this."" Across sub-Saharan Africa, even in countries with an HIV prevalence of 10-19%, only around 7% of companies have formal HIV/Aids policies in place, according to the report. The gap is even wider in China, Ethiopia, India, Nigeria and Russia, the so-called ""next wave"" countries, which are predicted to experience the highest numbers of new HIV/Aids cases worldwide by 2010. The report adds ""an important building block to our understanding of how the business community is experiencing the HIV/Aids epidemic and to whether and how it is reacting,"" said David Bloom, professor of economics and demography at the Harvard School of Public Health.

The WEF report concludes that businesses need to understand their exposure to HIV/Aids risks and come up with good local practices to manage them. A key priority, in both high and low-prevalence settings, said the WEF is to establish a policy based on non-discrimination and confidentiality.
","business fail plan hiv company fail draw plan cope hiv/aids affect 20 % people country , new research say . finding come report published thursday world economic forum , harvard un aid agency . `` company responding proactively social business threat , '' said dr kate taylor , head wef 's global health initiative . nearly 9,000 business leader 104 country surveyed business hiv/aids : commitment action ? dr taylor described level action taken business revealed report `` little , late '' . issue highlighted business world leader world economic forum , meet davos , switzerland , next week . wef report show despite fact 14,000 people contract hiv/aids every day , concern among business dropped 23 % last 12 month . ( 71 % ) policy place address disease . could 65 % business leader surveyed say estimate prevalence hiv among staff . un programme tackling aid , unaids , pointed clear strategy dealing hiv/aids good investment well socially responsible . one company plan anglo-american , international mining company , estimate hiv prevalence 24 % among 130,000-strong southern african workforce . last two year company implemented extensive voluntary counselling testing hiv infection , coupled anti-retroviral therapy employee progressing aid . 90 % 2,200 employee accessed remained treatment well returned normal work . `` effective action hiv/aids synonymous good business management lead profitable sustainable operation , '' said brian brink , senior vice-president , health , anglo-american . `` company encourage worker know hiv status , making routine monitoring blood pressure cholesterol , '' said . `` providing access treatment critical part . '' across sub-saharan africa , even country hiv prevalence 10-19 % , around 7 % company formal hiv/aids policy place , according report . gap even wider china , ethiopia , india , nigeria russia , so-called `` next wave '' country , predicted experience highest number new hiv/aids case worldwide 2010. report add `` important building block understanding business community experiencing hiv/aids epidemic whether reacting , '' said david bloom , professor economics demography harvard school public health . wef report concludes business need understand exposure hiv/aids risk come good local practice manage . key priority , high low-prevalence setting , said wef establish policy based non-discrimination confidentiality ."
483.txt,"Ailing EuroDisney vows turnaround

EuroDisney, the European home of Mickey Mouse and friends, has said it will sell 253m euros (£175m; $328m) of new shares as it looks to avoid insolvency.

The sale is the last part of a plan to restructure 2.4bn euros-worth of debts. Despite struggling since it was opened in 1992, EuroDisney has recently made progress in turning its business around and ticket sales have picked up. However, analysts still question whether it attracts enough visitors to stay open, even with the restructuring.

EuroDisney remains Europe's largest single tourist attraction, attracting some 12.4 million visitors annually. A new attraction - Walt Disney Studios - has recently opened its site near Paris. The company's currently traded stock tumbled in Paris on the latest news, shedding 15% to 22 euro cents. EuroDisney will sell the new shares priced at 9 euros cents each. The US Disney Corporation and Saudi Arabian prince Al-Walid bin Talal, the firm's two main shareholders, will buy the new stock. The restructuring deal is the second in the firm's troubled financial history; its finances were first reorganised in 1994.
","ailing eurodisney vow turnaround eurodisney , european home mickey mouse friend , said sell 253m euro ( £175m ; $ 328m ) new share look avoid insolvency . sale last part plan restructure 2.4bn euros-worth debt . despite struggling since opened 1992 , eurodisney recently made progress turning business around ticket sale picked . however , analyst still question whether attracts enough visitor stay open , even restructuring . eurodisney remains europe 's largest single tourist attraction , attracting 12.4 million visitor annually . new attraction - walt disney studio - recently opened site near paris . company 's currently traded stock tumbled paris latest news , shedding 15 % 22 euro cent . eurodisney sell new share priced 9 euro cent . u disney corporation saudi arabian prince al-walid bin talal , firm 's two main shareholder , buy new stock . restructuring deal second firm 's troubled financial history ; finance first reorganised 1994 ."
484.txt,"UK young top Euro earnings league

British children enjoy the highest average annual income in Europe - more than double that of Spanish or Italian youngsters, a report suggests.

Children in the UK between the ages of 10 and 17 had an annual income of £775, said market analyst Datamonitor. They use ""pester power"" to get their parents to stump up nearly a third of this income, the report said. As for how they spend their cash, the bulk goes on personal care, soft drinks and food, Datamonitor said.

Datamonitor adds that British teenagers are keen on personal care because it helps them combine two seemingly contradictory emotional needs - the desire to fit in and the desire to express their individuality.

British teenage girls, compared to their counterparts in seven European countries, are the most keen to use make-up products. Nearly three out of four girls said they used make-up. According to the Datamonitor report the trend marked British teenagers out as ""particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long-term beauty routines"". And the good times are likely to keep rolling for British children, as the report predicts that they will still be topping the earnings table in 2008.
","uk young top euro earnings league british child enjoy highest average annual income europe - double spanish italian youngster , report suggests . child uk age 10 17 annual income £775 , said market analyst datamonitor . use `` pester power '' get parent stump nearly third income , report said . spend cash , bulk go personal care , soft drink food , datamonitor said . datamonitor add british teenager keen personal care help combine two seemingly contradictory emotional need - desire fit desire express individuality . british teenage girl , compared counterpart seven european country , keen use make-up product . nearly three four girl said used make-up . according datamonitor report trend marked british teenager `` particularly important cosmetic manufacturer likely experiment brand product form long-term beauty routine '' . good time likely keep rolling british child , report predicts still topping earnings table 2008 ."
485.txt,"Swiss cement firm in buying spree

Swiss cement firm Holcim has bid $800m (£429m) to buy two Indian cement firms and a holding company in the country.

It plans to buy Associated Cement Companies (ACC), Ambuja Cement Eastern and the holding firm, Ambuja Cement India Ltd, a Holcim statement said. Shares in ACC fell 5.5% as investors, who thought the offer was underpriced, decided to sell. Meanwhile, UK-based firm Aggregate Industries said it had agreed a £1.8bn takeover by Holcim.

The deal with Aggregates will give Holcim, the world's second-biggest cement maker, an entry into the UK market and boost its presence in the US. Peter Tom, who will remain as Aggregate chief executive, said the 138p a share offer provided ""significant value"" for shareholders. The Markfield, Leicestershire-based company runs 142 quarries in the UK and the US. It also has 164 ready-mixed concrete plants, 90 asphalt plants and 32 pre-cast concrete factories.

If the Indian deals go ahead, it will give Holcim a major presence in the world's fastest-growing market behind China. ACC is India's second-largest cement maker with an annual capacity of 18.2 million tonnes and a market share of 13%. ""Holcim is looking to buy it (ACC) very cheap,"" said KK Mittal, a fund manager with Escorts Mutual Fund in New Delhi. ""The market is not impressed. If they want a substantial chunk, then they should be paying a premium over the market price."" Shares in Holcim rose by 2.3% on Thursday following news of the takeover.
","swiss cement firm buying spree swiss cement firm holcim bid $ 800m ( £429m ) buy two indian cement firm holding company country . plan buy associated cement company ( acc ) , ambuja cement eastern holding firm , ambuja cement india ltd , holcim statement said . share acc fell 5.5 % investor , thought offer underpriced , decided sell . meanwhile , uk-based firm aggregate industry said agreed £1.8bn takeover holcim . deal aggregate give holcim , world 's second-biggest cement maker , entry uk market boost presence u . peter tom , remain aggregate chief executive , said 138p share offer provided `` significant value '' shareholder . markfield , leicestershire-based company run 142 quarry uk u . also 164 ready-mixed concrete plant , 90 asphalt plant 32 pre-cast concrete factory . indian deal go ahead , give holcim major presence world 's fastest-growing market behind china . acc india 's second-largest cement maker annual capacity 18.2 million tonne market share 13 % . `` holcim looking buy ( acc ) cheap , '' said kk mittal , fund manager escort mutual fund new delhi . `` market impressed . want substantial chunk , paying premium market price . '' share holcim rose 2.3 % thursday following news takeover ."
486.txt,"India's Reliance family feud heats up

The ongoing public spat between the two heirs of India's biggest conglomerate, Reliance Group, has spilled over to the board meeting of a leading company within the group.

Anil Ambani, vice-chairman of India Petrochemicals Limited (IPCL), stayed away from a gathering of senior managers on Thursday. The move follows a decision earlier this month by Anil - the younger brother of Reliance Group president Mukesh Ambani - to resign from his post. His resignation was not accepted by his brother, who is also the boss of IPCL. The IPCL board met in Mumbai to discuss the company's results for the October-to-December quarter.

It is understood that the board also considered Anil's resignation and asked him to reconsider his decision. However, Anil's demand that Anand Jain - another IPCL board member accused by Anil of creating a rift in the Ambani family - be thrown out, was not met. Anil has accused Anand Jain, a confidant of his brother Mukesh, of playing a negative role in the Ambani family, and being responsible for the trouble between the brothers. On Wednesday, the board of Reliance Energy, another Reliance Group company, reaffirmed its faith in Anil, who is the company's chief. Reliance Group acquired the government's 26% stake in IPCL - India's second-largest petrochemicals company - in 2002, as part of the privatisation drive. Meanwhile, the group's flagship company, Reliance Industries, has its board meeting on Friday to consider its financial results. Mukesh is the company's chairman and Anil its deputy, and it is expected that both brothers will come face to face in the meeting. The Ambani family controls 48% of the group, which is worth $17bn (£9.1bn; 745bn Indian rupees). It was founded by their father, Dhiru Bhai Ambani, who died two years ago.
","india 's reliance family feud heat ongoing public spat two heir india 's biggest conglomerate , reliance group , spilled board meeting leading company within group . anil ambani , vice-chairman india petrochemical limited ( ipcl ) , stayed away gathering senior manager thursday . move follows decision earlier month anil - younger brother reliance group president mukesh ambani - resign post . resignation accepted brother , also bos ipcl . ipcl board met mumbai discus company 's result october-to-december quarter . understood board also considered anil 's resignation asked reconsider decision . however , anil 's demand anand jain - another ipcl board member accused anil creating rift ambani family - thrown , met . anil accused anand jain , confidant brother mukesh , playing negative role ambani family , responsible trouble brother . wednesday , board reliance energy , another reliance group company , reaffirmed faith anil , company 's chief . reliance group acquired government 's 26 % stake ipcl - india 's second-largest petrochemical company - 2002 , part privatisation drive . meanwhile , group 's flagship company , reliance industry , board meeting friday consider financial result . mukesh company 's chairman anil deputy , expected brother come face face meeting . ambani family control 48 % group , worth $ 17bn ( £9.1bn ; 745bn indian rupee ) . founded father , dhiru bhai ambani , died two year ago ."
